sites_lower,n
"native village of akutan, akutan, alaska peninsula and aleutian islands, alaska",1
"native village of aleknagik, aleknagik, bristol bay, alaska",1
"native village of ambler, ambler, kotzebue, alaska",1
"native village of atka, atka, alaska peninsula and aleutian islands, alaska",1
"native village of barrow inupiat traditional government, barrow, arctic, alaska",1
"native village of belkofski, belkofski, alaska peninsula and aleutian islands, alaska",1
"native village of brevig mission, brevig mission, norton sound, alaska",1
"native village of buckland, buckland, kotzebue, alaska",1
"native village of cantwell, cantwell, yukon, alaska",1
"native village of chenega (aka chanega), chenega, prince william sound, alaska",1
"native village of chignik lagoon, chignik lagoon, chignik, alaska",1
"native village of chitina, chitina, copper river, alaska",1
"native village of chuathbaluk (russian mission, kuskokwim), chuathbaluk, kuskokwim, alaska",1
"native village of council, council, norton sound, alaska",1
"native village of deering, deering, kotzebue, alaska",1
"native village of diomede (aka inalik), diomede, kotzebue, alaska",1
"native village of eagle, eagle, yukon, alaska",1
"native village of eek, eek, kuskokwim, alaska",1
"native village of ekuk, ekuk, bristol bay, alaska",1
"native village of elim, elim, norton sound, alaska",1
"native village of eyak (cordova), cordova, prince william sound, alaska",1
"native village of false pass, false pass, alaska peninsula and aleutian islands, alaska",1
"native village of fort yukon, fort yukon, yukon, alaska",1
"native village of gakona, gakona, copper river, alaska",1
"native village of gambell, gambell, norton sound, alaska",1
"native village of georgetown, georgetown, kuskokwim, alaska",1
"native village of goodnews bay, goodnews bay, kuskokwim, alaska",1
"native village of hamilton, hamilton, yukon, alaska",1
"native village of hooper bay, hooper bay, yukon, alaska",1
"native village of kanatak, kanatak, kodiak, alaska",1
"native village of karluk, karluk, kodiak, alaska",1
"native village of kiana, kiana, kotzebue, alaska",1
"native village of kipnuk, kipnuk, kuskokwim, alaska",1
"native village of kivalina, kivalina, kotzebue, alaska",1
"native village of kluti kaah (aka copper center), copper center, copper river, alaska",1
"native village of kobuk, kobuk, kotzebue, alaska",1
"native village of kongiganak, kongiganak, kuskokwim, alaska",1
"native village of kotzebue, kotzebue, kotzebue, alaska",1
"native village of koyuk, koyuk, norton sound, alaska",1
"native village of kwigillingok, kwigillingok, kuskokwim, alaska",1
"native village of kwinhagak (aka quinhagak), quinhagak, kuskokwim, alaska",1
"native village of larsen bay, larsen bay, kodiak, alaska",1
"native village of marshall (aka fortuna ledge), marshall, yukon, alaska",1
"native village of mary's igloo, marys igloo, norton sound, alaska",1
"native village of mekoryuk, mekoryuk, kuskokwim, alaska",1
"native village of minto, minto, yukon, alaska",1
"native village of nanwalek (aka english bay), nanwalek, cook inlet, alaska",1
"native village of napaimute, napaimute, bristol bay, alaska",1
"native village of napakiak, napakiak, kuskokwim, alaska",1
"native village of napaskiak, napaskiak, kuskokwim, alaska",1
"native village of nelson lagoon, nelson lagoon, alaska peninsula and aleutian islands, alaska",1
"native village of nightmute, nightmute, kuskokwim, alaska",1
"native village of nikolski, nikolski, alaska peninsula and aleutian islands, alaska",1
"native village of noatak, noatak, kotzebue, alaska",1
"native village of nuiqsut (aka nooiksut), nuiqsut, arctic, alaska",1
"native village of nunam iqua (formerly the native village of sheldon's point), nunam iqua, yukon, alaska",1
"native village of nunapitchuk, nunapitchuk, kuskokwim, alaska",1
"native village of ouzinkie, ouzinkie, kodiak, alaska",1
"native village of paimiut, paimiut, yukon, alaska",1
"native village of perryville, perryville, chignik, alaska",1
"native village of pilot point, pilot point, bristol bay, alaska",1
"native village of pitka's point, pitkas point, yukon, alaska",1
"native village of point hope, point hope, kotzebue, alaska",1
"native village of point lay, point lay, arctic, alaska",1
"native village of port graham, port graham, cook inlet, alaska",1
"native village of port heiden, port heiden, alaska peninsula and aleutian islands, alaska",1
"native village of port lions, port lions, kodiak, alaska",1
"native village of ruby, ruby, yukon, alaska",1
"native village of saint michael, saint michael, norton sound, alaska",1
"native village of savoonga, savoonga, norton sound, alaska",1
"native village of scammon bay, scammon bay, yukon, alaska",1
"native village of selawik, selawik, kotzebue, alaska",1
"native village of shaktoolik, shaktoolik, norton sound, alaska",1
"native village of shishmaref, shishmaref, kotzebue, alaska",1
"native village of shungnak, shungnak, kotzebue, alaska",1
"native village of stevens, stevens village, yukon, alaska",1
"native village of tanacross, tanacross, yukon, alaska",1
"native village of tanana, tanana, yukon, alaska",1
"native village of tatitlek, tatitlek, prince william sound, alaska",1
"native village of tazlina, tazlina, copper river, alaska",1
"native village of teller, teller, norton sound, alaska",1
"native village of tetlin, tetlin, yukon, alaska",1
"native village of tuntutuliak, tuntutuliak, kuskokwim, alaska",1
"native village of tununak, tununak, kuskokwim, alaska",1
"native village of tyonek, tyonek, cook inlet, alaska",1
"native village of unalakleet, unalakleet, norton sound, alaska",1
"native village of unga, unga, alaska peninsula and aleutian islands, alaska",1
"native village of venetie tribal government (arctic village and village of venetie), venetie, yukon, alaska",1
"native village of wales, wales, kotzebue, alaska",1
"native village of white mountain, white mountain, norton sound, alaska",1
"natzuhini creek, southeast, alaska",1
"naukati bay (city/community), southeast, alaska",1
"naukati bay, ak",1
"nay’dini’aa na’, common name chickaloon, cook inlet, alaska",1
"neck lake creek, southeast, alaska",1
"neenah, wi",1
"negaunee, mi",1
"negeqliim painga, common name pitka’s point, yukon, alaska",1
"negeqliq, common name st. mary’s, yukon, alaska",1
"negtemiut, common name nightmute, kuskokwim, alaska",1
"nehalem, or",1
"neka river, southeast, alaska",1
"nelson clearwater creek, yukon, alaska",1
"nelson lagoon (city/community), alaska peninsula and aleutian islands, alaska",1
"nelson river, ak peninsula, alaska",1
"nenana (city/community), yukon, alaska",1
"nenana (village/city), yukon, alaska",1
"nenana native association, nenana, yukon, alaska",1
"nenana river, yukon, alaska",1
"nenana surveys, yukon, alaska",1
"neosho, wi",1
"nephi, ut",1
"netarts, or",1
"neva creek, alaska",1
"nevada city, ca",1
"nevada, ia",1
"neviarcaurluq, common name elim, norton sound, alaska",1
"new bedford, ma",1
"new braunfels, tx",1
"new harbor, me",1
"new koliganek village council, koliganek, bristol bay, alaska",1
"new meadows, id",1
"new millport, pa",1
"new orleans, la",1
"new richland, mn",1
"new river, az",1
"new stuyahok (city/community), bristol bay, alaska",1
"new stuyahok village, new stuyahok, bristol bay, alaska",1
"new york, ny",1
"newberg, or",1
"newburgh, ny",1
"newcastle, wa",1
"newhalen (city/community), bristol bay, alaska",1
"newhalen river, alaska",1
"newhalen village, newhalen, bristol bay, alaska",1
"newington, ct",1
"newman grove, ne",1
"newman lake, wa",1
"newport beach, ca",1
"newtok (city/community), kuskokwim, alaska",1
"newtok village, newtok, kuskokwim, alaska",1
"nezperce, id",1
"nightmute (city/community), kuskokwim, alaska",1
"nigikmagoon river, norton sound/port clarence, alaska",1
"niilsanam alĝuudaa, common name nelson lagoon, alaska peninsula and aleutian islands, alaska",1
"nikishka, cook inlet, alaska",1
"nikiski (city/community), cook inlet, alaska",1
"nikolaevsk (city/community), cook inlet, alaska",1
"nikolai (village/city), kuskokwim, alaska",1
"nikolai village, nikolai, kuskokwim, alaska",1
"nikolai, ak",1
"nikolai, common name nikolai, kuskokwim, alaska",1
"nimiuktuk river, kotzebue, alaska",1
"ninemile island, yukon, alaska",1
"ninemile river, yukon, alaska",1
"ninetyeight creek, yukon, alaska",1
"ninilchik (city/community), cook inlet, alaska",1
"ninilchik river, alaska",1
"ninilchik river, cook inlet, alaska",1
"ninilchik village, ninilchik, cook inlet, alaska",1
"nisling river, yukon - canada, alaska",1
"nisutlin lake, yukon - canada, alaska",1
"nisutlin river, yukon - canada, alaska",1
"niugtaq, common name newtok, kuskokwim, alaska",1
niukluk r ab melsing c at council ak,1
"niukluk river tower, norton sound/port clarence, alaska",1
"niukluk river, alaska",1
"niukluk river, norton sound/port clarence, alaska",1
"nixon fork, kuskokwim, alaska",1
"no name creek, alaska",1
"noatak (city/community), kotzebue, alaska",1
"noatak and eli rivers, kotzebue, alaska",1
"noatak river (below kelly river), kotzebue, alaska",1
"noatak river sonar site 1, kotzebue, alaska",1
"noatak river sonar site 2, kotzebue, alaska",1
"nogales, az",1
"nome (city/community), norton sound, alaska",1
"nome eskimo community, nome, norton sound, alaska",1
"nome river environmental conditions monitoring, norton sound/port clarence, alaska",1
"nome river tower, norton sound/port clarence, alaska",1
"nome river video enumeration field camp, norton sound/port clarence, alaska",1
"nome river weir, norton sound/port clarence, alaska",1
"nome river, norton sound/port clarence, alaska",1
"nondalton (city/community), bristol bay, alaska",1
"nondalton village, nondalton, bristol bay, alaska",1
"noolaaghe doh, common name nulato, yukon, alaska",1
"noorvik (city/community), kotzebue, alaska",1
"noorvik (village/city), kotzebue, alaska",1
"noorvik native community, noorvik, kotzebue, alaska",1
"nordenskiold river, yukon - canada, alaska",1
"north arm creek, southeast, alaska",1
"north beaches, copper river, alaska",1
"north bend, or",1
"north big salmon river, yukon - canada, alaska",1
"north fork koktuli river, alaska",1
"north fork staney creek, alaska",1
"north liberty, ia",1
"north mouth, yukon, alaska",1
"north pacific ocean, gulf of alaska, and bering sea",1
"north plains, or",1
"north pole (city/community), yukon, alaska",1
"north river tower site 1, norton sound/port clarence, alaska",1
"north river tower site 2, norton sound/port clarence, alaska",1
"north river tower site 3, norton sound/port clarence, alaska",1
"north river tower site 4, norton sound/port clarence, alaska",1
"north river tower site 5, norton sound/port clarence, alaska",1
"north river, norton sound/port clarence, alaska",1
northern pacific ocean,1
"northway (city/community), yukon, alaska",1
"northway village, northway, yukon, alaska",1
"northway, ak",1
"norwalk, ca",1
"norwood, co",1
"notaalee denh, common name galena, yukon, alaska",1
"novato, ca",1
"nowitna river, yukon, alaska",1
"noxapaga river, norton sound/port clarence, alaska",1
"nsraa spawning channel, southeast, alaska",1
"nuataam kuuŋa, common name noatak river, kotzebue, alaska",1
"nuataam kuuŋa, common name noatak, kotzebue, alaska",1
"nuch'ak'dalitnu, common name old iliamna, bristol bay, alaska",1
"nuchek creek, prince william sound, alaska",1
"nuiqsat, common name nuiqsut, arctic, alaska",1
"nuiqsut (city/community), arctic, alaska",1
"nuiqsut, ak",1
"nukluk creek, kuskokwim, alaska",1
"nulato (city/community), yukon, alaska",1
"nulato (village/city), yukon, alaska",1
"nulato river (north fork), yukon, alaska",1
"nulato river (south fork), yukon, alaska",1
"nulato village, nulato, yukon, alaska",1
"nunakauyaq, common name toksook bay, kuskokwim, alaska",1
"nunakauyarmiut tribe (formerly the native village of toksook bay), toksook bay, kuskokwim, alaska",1
"nunakogak river tower, norton sound/port clarence, alaska",1
"nunakogak river, norton sound, alaska",1
"nunakogak river, norton sound/port clarence, alaska",1
"nunam iqua, ak",1
"nunam iqua, common name sheldons point, yukon, alaska",1
"nunapicuar, common name nunapitchuk, kuskokwim, alaska",1
"nunapitchuk (city/community), kuskokwim, alaska",1
"nunavulnak river, norton sound/port clarence, alaska",1
"nundaltin, common name nondalton, bristol bay, alaska",1
"nuniaq, common name old harbor, kodiak, alaska",1
"nuniwar, common name nunivak island, kuskokwim, alaska",1
"nushagak river, bristol bay north, ak",1
"nushagak river, bristol bay north, alaska",1
"nushagak, bristol bay, alaska; coghill weir, prince william sound, alaska; miles lake north bank, copper river, alaska; miles lake south bank, copper river, alaska; kasilof, cook inlet, alaska; crescent, cook inlet, alaska; kenai, cook inlet, alaska; eshamy weir, prince william sound, alaska; egegik tower, bristol bay, alaska; naknek tower, bristol bay, alaska; wood tower, bristol bay, alaska; kvichak tower, bristol bay, alaska; igushik tower, bristol bay, alaska; ugashik tower, bristol bay, alaska; togiak tower, bristol bay, alaska; larson lake weir, cook inlet, alaska; chelatna lake weir, cook inlet, alaska; judd lake weir, cook inlet, alaska",1
"nuuciq, common name nuchek, prince william sound, alaska",1
"nuuriileng, common name newhalen, bristol bay, alaska",1
"nuurvik, common name noorvik, kotzebue, alaska",1
nuyakuk r nr dillingham ak,1
"nuyakuk river, alaska",1
"nuyakuk river, bristol bay, alaska",1
"nyssa, or",1
"o'malley river, alaska",1
"oak harbor, oh",1
"oak view, ca",1
"oakdale, ca",1
"oakdale, mn",1
"oakesdale, wa",1
"oakland, or",1
"oakley, ca",1
"oakley, id",1
"oakridge, or",1
"oakton, va",1
"oakville, ca",1
"oakville, wa",1
"ocala, fl",1
"occidental, ca",1
"ocean park, wa",1
"oceano, ca",1
"oceanside, ca",1
"ocklawaha, fl",1
"oconomowoc, wi",1
"ogden, ks",1
"ogden, ut",1
"ohogamiut (village/city), yukon, alaska",1
"okanogan, wa",1
"okatie, sc",1
"okeechobee, fl",1
"oklahoma city, ok",1
"olalla, wa",1
"old crow (village/city), yukon - canada, alaska",1
"old franks creek, southeast, alaska",1
"old harbor (city/community), kodiak, alaska",1
"old hickory, tn",1
"old situk river, alaska",1
old tom c nr kasaan ak,1
"old tom creek, alaska",1
"old woman river, norton sound/port clarence, alaska",1
"oldtown, id",1
"olivehurst, ca",1
"ollie lakes and outlet, yukon - canada, alaska",1
"olsen bay creek, prince william sound, alaska",1
"omaha, ne",1
"omak, wa",1
"omar river, kotzebue, alaska",1
"onalaska, wa",1
"onemile slough, yukon, alaska",1
"ontario, ca",1
"ontario, or",1
"ooghekuhno’, common name koyukuk river, yukon, alaska",1
"ophir creek, kuskokwim, alaska",1
"ophir creek, norton sound/port clarence, alaska",1
"ophir creek, southeast, alaska",1
"orange beach, al",1
"orangevale, ca",1
"orcas, wa",1
"orchay lake, yukon - canada, alaska",1
"orchay river, yukon - canada, alaska",1
"ord, ne",1
"orem, ut",1
"organized village of grayling (aka holikachuk), grayling, yukon, alaska",1
"organized village of kake, kake, southeast, alaska",1
"organized village of kasaan, kasaan, southeast, alaska",1
"organized village of kwethluk, kwethluk, kuskokwim, alaska",1
"organized village of saxman, saxman, southeast, alaska",1
"oriental, nc",1
"orland, ca",1
"orleans, ma",1
"orofino, id",1
"orondo, wa",1
"oroville, ca",1
"oroville, wa",1
"orting, wa",1
"orutsararmuit native village (aka bethel), bethel, kuskokwim, alaska",1
"osborn creek, norton sound/port clarence, alaska",1
"oscarville (city/community), kuskokwim, alaska",1
"oscarville (village/city), kuskokwim, alaska",1
"oscarville traditional village, oscarville, kuskokwim, alaska",1
"oshkosh, wi",1
"oskawalik river (west fork), kuskokwim, alaska",1
"oskawalik river, kuskokwim, alaska",1
"otis orchards, wa",1
"otter creek (iditarod r), yukon, alaska",1
"otter creek (tributary anvik river), yukon, alaska",1
"ottsville, pa",1
"ouzinkie (city/community), kodiak, alaska",1
"owatonna, mn",1
"owhat river, kuskokwim, alaska",1
"oxnard, ca",1
"oyak creek, kuskokwim, alaska",1
"oysterville, wa",1
"ozark, mo",1
"pacific palisades, ca",1
"pacific, wa",1
"packwood, wa",1
"paco creek, alaska",1
"pah river, kotzebue, alaska",1
"pahrump, nv",1
"paimiut (village/city), yukon, alaska",1
"paimiut, common name paimute, yukon, alaska",1
"painesville, oh",1
"palatine, il",1
"palisade, co",1
"palm bay, fl",1
"palm beach, fl",1
"palm desert, ca",1
"palm springs, ca",1
"palmer (city/community), cook inlet, alaska",1
"palo alto, ca",1
"palo cedro, ca",1
"palouse, wa",1
"paluwik, common name port graham, cook inlet, alaska",1
"panacea, fl",1
"pangburn, ar",1
"panguingue creek, yukon, alaska",1
"paoli, pa",1
"paradise valley, az",1
"paradise, ca",1
"paragon river, norton sound/port clarence, alaska",1
"paramount, ca",1
"paris, tn",1
"park city, ut",1
